IP,Hostname,Port,Port Protocol,CVSS,Severity,Solution Type,NVT Name,Summary,Specific Result,NVT OID,CVEs,Task ID,Task Name,Timestamp,Result ID,Impact,Solution,Affected Software/OS,Vulnerability Insight,Vulnerability Detection Method,Product Detection Result,BIDs,CERTs,Other References
192.168.56.104,,8443,tcp,5.0,Medium,"Mitigation","SSL/TLS: Certificate Expired","The remote server's SSL/TLS certificate has already expired.","The certificate of the remote service expired on 2018-04-13 18:11:32.

Certificate details:
fingerprint (SHA-1)             | AE5FB7BE864A78E168318FC1C96A4BD242C4E6C3
fingerprint (SHA-256)           | FF29B36FCC813AE5B2100D985E692A612DE6F15570374320F85B43076CF08163
issued by                       | 1.2.840.113549.1.9.1=#627761707040697473656367616D65732E636F6D,CN=bee-box.bwapp.local,OU=IT,O=MME,L=Menen,ST=Flanders,C=BE
public key algorithm            | RSA
public key size (bits)          | 1024
serial                          | 00D8BD254AB15C9F5B
signature algorithm             | sha1WithRSAEncryption
subject                         | 1.2.840.113549.1.9.1=#627761707040697473656367616D65732E636F6D,CN=bee-box.bwapp.local,OU=IT,O=MME,L=Menen,ST=Flanders,C=BE
subject alternative names (SAN) | None
valid from                      | 2013-04-14 18:11:32 UTC
valid until                     | 2018-04-13 18:11:32 UTC
",1.3.6.1.4.1.25623.1.0.103955,"",bb27ce39-d5c2-4ee8-a575-c28a7798244f,"beeboxs",2023-06-27T22:27:45Z,ff48f3b3-d47f-4caa-ab94-d5ca75bd7783,"","Replace the SSL/TLS certificate by a new one.","","This script checks expiry dates of certificates associated with
  SSL/TLS-enabled services on the target and reports whether any have already expired.","
Details:
SSL/TLS: Certificate Expired
(OID: 1.3.6.1.4.1.25623.1.0.103955)
Version used: 2021-11-22T15:32:39Z
","","","",""
192.168.56.104,,443,tcp,5.0,Medium,"Mitigation","SSL/TLS: Certificate Expired","The remote server's SSL/TLS certificate has already expired.","The certificate of the remote service expired on 2018-04-13 18:11:32.

Certificate details:
fingerprint (SHA-1)             | AE5FB7BE864A78E168318FC1C96A4BD242C4E6C3
fingerprint (SHA-256)           | FF29B36FCC813AE5B2100D985E692A612DE6F15570374320F85B43076CF08163
issued by                       | 1.2.840.113549.1.9.1=#627761707040697473656367616D65732E636F6D,CN=bee-box.bwapp.local,OU=IT,O=MME,L=Menen,ST=Flanders,C=BE
public key algorithm            | RSA
public key size (bits)          | 1024
serial                          | 00D8BD254AB15C9F5B
signature algorithm             | sha1WithRSAEncryption
subject                         | 1.2.840.113549.1.9.1=#627761707040697473656367616D65732E636F6D,CN=bee-box.bwapp.local,OU=IT,O=MME,L=Menen,ST=Flanders,C=BE
subject alternative names (SAN) | None
valid from                      | 2013-04-14 18:11:32 UTC
valid until                     | 2018-04-13 18:11:32 UTC
",1.3.6.1.4.1.25623.1.0.103955,"",bb27ce39-d5c2-4ee8-a575-c28a7798244f,"beeboxs",2023-06-27T22:27:45Z,3f3e031c-9d83-48ad-86bf-1b5cc77aca4a,"","Replace the SSL/TLS certificate by a new one.","","This script checks expiry dates of certificates associated with
  SSL/TLS-enabled services on the target and reports whether any have already expired.","
Details:
SSL/TLS: Certificate Expired
(OID: 1.3.6.1.4.1.25623.1.0.103955)
Version used: 2021-11-22T15:32:39Z
","","","",""
192.168.56.104,,80,tcp,5.0,Medium,"WillNotFix","Drupal 7.0 Information Disclosure Vulnerability - Active Check","Drupal is prone to an information disclosure vulnerability.","Vulnerable URL: http://192.168.56.104/drupal/modules/simpletest/tests/upgrade/drupal-6.upload.database.php
",1.3.6.1.4.1.25623.1.0.902574,"CVE-2011-3730",bb27ce39-d5c2-4ee8-a575-c28a7798244f,"beeboxs",2023-06-27T22:27:45Z,16692403-b377-406e-a6ea-948d79829a02,"Successful exploitation will allow attacker to obtain sensitive
  information that could aid in further attacks.","No known solution was made available for at least one year
  since the disclosure of this vulnerability. Likely none will be provided anymore. General solution
  options are to upgrade to a newer release, disable respective features, remove the product or
  replace the product by another one.","Drupal version 7.0 is known to be affected.","The flaw is due to insufficient error checking, allows remote
  attackers to obtain sensitive information via a direct request to a .php file, which reveals the
  installation path in an error message.","
Details:
Drupal 7.0 Information Disclosure Vulnerability - Active Check
(OID: 1.3.6.1.4.1.25623.1.0.902574)
Version used: 2021-12-01T11:10:56Z
","","","",""
192.168.56.104,,8443,tcp,5.0,Medium,"WillNotFix","Drupal 7.0 Information Disclosure Vulnerability - Active Check","Drupal is prone to an information disclosure vulnerability.","Vulnerable URL: https://192.168.56.104:8443/drupal/modules/simpletest/tests/upgrade/drupal-6.upload.database.php
",1.3.6.1.4.1.25623.1.0.902574,"CVE-2011-3730",bb27ce39-d5c2-4ee8-a575-c28a7798244f,"beeboxs",2023-06-27T22:27:45Z,e80d53a1-86f3-4c74-8dca-5515fa761456,"Successful exploitation will allow attacker to obtain sensitive
  information that could aid in further attacks.","No known solution was made available for at least one year
  since the disclosure of this vulnerability. Likely none will be provided anymore. General solution
  options are to upgrade to a newer release, disable respective features, remove the product or
  replace the product by another one.","Drupal version 7.0 is known to be affected.","The flaw is due to insufficient error checking, allows remote
  attackers to obtain sensitive information via a direct request to a .php file, which reveals the
  installation path in an error message.","
Details:
Drupal 7.0 Information Disclosure Vulnerability - Active Check
(OID: 1.3.6.1.4.1.25623.1.0.902574)
Version used: 2021-12-01T11:10:56Z
","","","",""
192.168.56.104,,9080,tcp,5.0,Medium,"Mitigation","Sensitive File Disclosure (HTTP)","The script attempts to identify files containing sensitive data
  at the remote web server like e.g.:

  - software (Blog, CMS) configuration or log files

  - web / application server configuration / password files (.htaccess, .htpasswd, web.config,
  web.xml, ...)

  - Cloud (e.g. AWS) configuration files

  - database backup files

  - SSH or SSL/TLS Private-Keys","The following files containing sensitive information were identified:

Description:   Microsoft IIS / ASP.NET Core Module web.config file accessible. This could contain sensitive information about the structure of the application / web server and shouldn't be accessible.
Match:         <configuration>
  <system.webServer>
Used regex:    ^\s*<(configuration|system\.web(Server)?)>
Extra match 1:   </system.webServer>
</configuration>
Used regex:    ^\s*</(configuration|system\.web(Server)?)>
URL:           http://192.168.56.104:9080/drupal/web.config
",1.3.6.1.4.1.25623.1.0.107305,"",bb27ce39-d5c2-4ee8-a575-c28a7798244f,"beeboxs",2023-06-27T22:27:45Z,44608264-35c9-4144-a556-15475c9b3611,"Based on the information provided in these files an attacker might
  be able to gather additional info and/or sensitive data like usernames and passwords.","The sensitive files shouldn't be accessible via a web server.
  Restrict access to it or remove it completely.","","","Enumerate the remote web server and check if sensitive files
  are accessible.
Details:
Sensitive File Disclosure (HTTP)
(OID: 1.3.6.1.4.1.25623.1.0.107305)
Version used: 2023-05-23T11:14:48Z
","","","",""
192.168.56.104,,9443,tcp,5.0,Medium,"VendorFix","SSL/TLS: Renegotiation DoS Vulnerability (CVE-2011-1473, CVE-2011-5094)","The remote SSL/TLS service is prone to a denial of service (DoS)
  vulnerability.","The following indicates that the remote SSL/TLS service is affected:

Protocol Version | Successful re-done SSL/TLS handshakes (Renegotiation) over an existing / already established SSL/TLS connection
----------------------------------------------------------------------------------------------------------------------------------
TLSv1.0          | 10
",1.3.6.1.4.1.25623.1.0.117761,"CVE-2011-1473,CVE-2011-5094",bb27ce39-d5c2-4ee8-a575-c28a7798244f,"beeboxs",2023-06-27T22:27:45Z,12854e75-0278-4010-8316-71c915e863a8,"The flaw might make it easier for remote attackers to cause a
  DoS (CPU consumption) by performing many renegotiations within a single connection.","Users should contact their vendors for specific patch information.

  A general solution is to remove/disable renegotiation capabilities altogether from/in the affected
  SSL/TLS service.","Every SSL/TLS service which does not properly restrict
  client-initiated renegotiation.","The flaw exists because the remote SSL/TLS service does not
  properly restrict client-initiated renegotiation within the SSL and TLS protocols.

  Note: The referenced CVEs are affecting OpenSSL and Mozilla Network Security Services (NSS) but
  both are in a DISPUTED state with the following rationale:

  > It can also be argued that it is the responsibility of server deployments, not a security
  library, to prevent or limit renegotiation when it is inappropriate within a specific environment.

  Both CVEs are still kept in this VT as a reference to the origin of this flaw.","Checks if the remote service allows to re-do the same SSL/TLS
  handshake (Renegotiation) over an existing / already established SSL/TLS connection.
Details:
SSL/TLS: Renegotiation DoS Vulnerability (CVE-2011-1473, CVE-2011-5094)
(OID: 1.3.6.1.4.1.25623.1.0.117761)
Version used: 2021-11-15T10:28:20Z
","","","DFN-CERT-2017-1013,DFN-CERT-2017-1012,DFN-CERT-2014-0809,DFN-CERT-2013-1928,DFN-CERT-2012-1112,WID-SEC-2023-1435,CB-K17/0980,CB-K17/0979,CB-K14/0772,CB-K13/0915,CB-K13/0462",""
192.168.56.104,,8080,tcp,5.0,Medium,"VendorFix","phpMyAdmin Information Disclosure Vulnerability (PMASA-2011-15) - Active Check","phpMyAdmin is prone to an information disclosure vulnerability.","Vulnerable URL: http://192.168.56.104:8080/phpmyadmin/phpmyadmin.css.php?js_frame[]=right
",1.3.6.1.4.1.25623.1.0.801994,"CVE-2011-3646",bb27ce39-d5c2-4ee8-a575-c28a7798244f,"beeboxs",2023-06-27T22:27:45Z,82c98913-8bd4-475d-b75a-0d30c9f7631a,"Successful exploitation will allow attacker to obtain sensitive
  information that could aid in further attacks.","Update to version 3.4.6 or later.","phpMyAdmin version 3.4.5 and prior.","The flaw is due to insufficient input validation in 'js_frame'
  parameter in 'phpmyadmin.css.php', which allows attackers to disclose information that could be
  used in further attacks.","Sends a crafted HTTP GET request and checks the response.
Details:
phpMyAdmin Information Disclosure Vulnerability (PMASA-2011-15) - Active Che...
(OID: 1.3.6.1.4.1.25623.1.0.801994)
Version used: 2023-05-16T09:08:27Z
","","","DFN-CERT-2011-1746,DFN-CERT-2011-1636,DFN-CERT-2011-1618",""
192.168.56.104,,8443,tcp,5.0,Medium,"VendorFix","phpMyAdmin Information Disclosure Vulnerability (PMASA-2011-15) - Active Check","phpMyAdmin is prone to an information disclosure vulnerability.","Vulnerable URL: https://192.168.56.104:8443/phpmyadmin/phpmyadmin.css.php?js_frame[]=right
",1.3.6.1.4.1.25623.1.0.801994,"CVE-2011-3646",bb27ce39-d5c2-4ee8-a575-c28a7798244f,"beeboxs",2023-06-27T22:27:45Z,9473b54a-9dbd-41ee-9f85-244d678da9d2,"Successful exploitation will allow attacker to obtain sensitive
  information that could aid in further attacks.","Update to version 3.4.6 or later.","phpMyAdmin version 3.4.5 and prior.","The flaw is due to insufficient input validation in 'js_frame'
  parameter in 'phpmyadmin.css.php', which allows attackers to disclose information that could be
  used in further attacks.","Sends a crafted HTTP GET request and checks the response.
Details:
phpMyAdmin Information Disclosure Vulnerability (PMASA-2011-15) - Active Che...
(OID: 1.3.6.1.4.1.25623.1.0.801994)
Version used: 2023-05-16T09:08:27Z
","","","DFN-CERT-2011-1746,DFN-CERT-2011-1636,DFN-CERT-2011-1618",""
192.168.56.104,,80,tcp,5.0,Medium,"VendorFix","phpMyAdmin Information Disclosure Vulnerability (PMASA-2011-15) - Active Check","phpMyAdmin is prone to an information disclosure vulnerability.","Vulnerable URL: http://192.168.56.104/phpmyadmin/phpmyadmin.css.php?js_frame[]=right
",1.3.6.1.4.1.25623.1.0.801994,"CVE-2011-3646",bb27ce39-d5c2-4ee8-a575-c28a7798244f,"beeboxs",2023-06-27T22:27:45Z,bb299880-9054-4e97-898b-363b6c3b9b5b,"Successful exploitation will allow attacker to obtain sensitive
  information that could aid in further attacks.","Update to version 3.4.6 or later.","phpMyAdmin version 3.4.5 and prior.","The flaw is due to insufficient input validation in 'js_frame'
  parameter in 'phpmyadmin.css.php', which allows attackers to disclose information that could be
  used in further attacks.","Sends a crafted HTTP GET request and checks the response.
Details:
phpMyAdmin Information Disclosure Vulnerability (PMASA-2011-15) - Active Che...
(OID: 1.3.6.1.4.1.25623.1.0.801994)
Version used: 2023-05-16T09:08:27Z
","","","DFN-CERT-2011-1746,DFN-CERT-2011-1636,DFN-CERT-2011-1618",""
192.168.56.104,,443,tcp,5.0,Medium,"WillNotFix","Drupal 7.0 Information Disclosure Vulnerability - Active Check","Drupal is prone to an information disclosure vulnerability.","Vulnerable URL: https://192.168.56.104/drupal/modules/simpletest/tests/upgrade/drupal-6.upload.database.php
",1.3.6.1.4.1.25623.1.0.902574,"CVE-2011-3730",bb27ce39-d5c2-4ee8-a575-c28a7798244f,"beeboxs",2023-06-27T22:27:45Z,d07fbebe-8bb6-4894-bc87-c632ed10b31e,"Successful exploitation will allow attacker to obtain sensitive
  information that could aid in further attacks.","No known solution was made available for at least one year
  since the disclosure of this vulnerability. Likely none will be provided anymore. General solution
  options are to upgrade to a newer release, disable respective features, remove the product or
  replace the product by another one.","Drupal version 7.0 is known to be affected.","The flaw is due to insufficient error checking, allows remote
  attackers to obtain sensitive information via a direct request to a .php file, which reveals the
  installation path in an error message.","
Details:
Drupal 7.0 Information Disclosure Vulnerability - Active Check
(OID: 1.3.6.1.4.1.25623.1.0.902574)
Version used: 2021-12-01T11:10:56Z
","","","",""
192.168.56.104,,80,tcp,4.8,Medium,"Workaround","Cleartext Transmission of Sensitive Information via HTTP","The host / application transmits sensitive information (username, passwords) in
  cleartext via HTTP.","The following URLs requires Basic Authentication (URL:realm name):

http://192.168.56.104/phpmyadmin/scripts/setup.php:""phpMyAdmin Setup""
",1.3.6.1.4.1.25623.1.0.108440,"",bb27ce39-d5c2-4ee8-a575-c28a7798244f,"beeboxs",2023-06-27T22:27:45Z,98c50af7-bcca-4bf8-9052-b0a55e357147,"An attacker could use this situation to compromise or eavesdrop on the
  HTTP communication between the client and the server using a man-in-the-middle attack to get access to
  sensitive data like usernames or passwords.","Enforce the transmission of sensitive data via an encrypted SSL/TLS connection.
  Additionally make sure the host / application is redirecting all users to the secured SSL/TLS connection before
  allowing to input sensitive data into the mentioned functions.","Hosts / applications which doesn't enforce the transmission of sensitive data via an
  encrypted SSL/TLS connection.","","Evaluate previous collected information and check if the host / application is not
  enforcing the transmission of sensitive data via an encrypted SSL/TLS connection.

  The script is currently checking the following:

  - HTTP Basic Authentication (Basic Auth)

  - HTTP Forms (e.g. Login) with input field of type 'password'
Details:
Cleartext Transmission of Sensitive Information via HTTP
(OID: 1.3.6.1.4.1.25623.1.0.108440)
Version used: 2020-08-24T15:18:35Z
","","","",""
192.168.56.104,,21,tcp,4.8,Medium,"Mitigation","FTP Unencrypted Cleartext Login","The remote host is running a FTP service that allows cleartext logins over
  unencrypted connections.","The remote FTP service accepts logins without a previous sent 'AUTH TLS' command. Response(s):

Non-anonymous sessions: 331 Password required for openvasvt
Anonymous sessions:     331 Anonymous login ok, send your complete email address as your password
",1.3.6.1.4.1.25623.1.0.108528,"",bb27ce39-d5c2-4ee8-a575-c28a7798244f,"beeboxs",2023-06-27T22:27:45Z,609985f7-07a3-4a60-b283-7dba7d3459b3,"An attacker can uncover login names and passwords by sniffing traffic to the
  FTP service.","Enable FTPS or enforce the connection via the 'AUTH TLS' command. Please see
  the manual of the FTP service for more information.","","","Tries to login to a non FTPS enabled FTP service without sending a
  'AUTH TLS' command first and checks if the service is accepting the login without enforcing the use of
  the 'AUTH TLS' command.
Details:
FTP Unencrypted Cleartext Login
(OID: 1.3.6.1.4.1.25623.1.0.108528)
Version used: 2020-08-24T08:40:10Z
","","","",""
192.168.56.104,,443,tcp,4.3,Medium,"WillNotFix","SQLiteManager <= 1.2.4 Multiple XSS Vulnerabilities","SQLiteManager is prone to multiple cross-site scripting (XSS)
  vulnerabilities.","Vulnerable URL: https://192.168.56.104/sqlite/main.php?dbsel=</script><script>alert(document.cookie)</script>
",1.3.6.1.4.1.25623.1.0.802373,"CVE-2012-5105",bb27ce39-d5c2-4ee8-a575-c28a7798244f,"beeboxs",2023-06-27T22:27:45Z,ea4c7fe9-b300-431b-89b9-ebcc233eb52d,"Successful exploitation will allow remote attackers to insert
  arbitrary HTML and script code, which will be executed in a user's browser session in the context
  of an affected site.","No known solution was made available for at least one year
  since the disclosure of this vulnerability. Likely none will be provided anymore. General
  solution options are to upgrade to a newer release, disable respective features, remove the
  product or replace the product by another one.","SQLiteManager version 1.2.4 and prior.","The flaws are due to improper validation of user-supplied input
  via the 'dbsel' or 'nsextt' parameters to index.php or main.php script, which allows attacker to
  execute arbitrary HTML and script code on the user's browser session in the security context of
  an affected site.","Sends a crafted HTTP GET request and checks the response.
Details:
SQLiteManager <= 1.2.4 Multiple XSS Vulnerabilities
(OID: 1.3.6.1.4.1.25623.1.0.802373)
Version used: 2022-01-18T12:40:16Z
","","","",""
192.168.56.104,,9443,tcp,4.3,Medium,"Mitigation","SSL/TLS: Deprecated TLSv1.0 and TLSv1.1 Protocol Detection","It was possible to detect the usage of the deprecated TLSv1.0
  and/or TLSv1.1 protocol on this system.","The service is only providing the deprecated TLSv1.0 protocol and supports one or more ciphers. Those supported ciphers can be found in the 'SSL/TLS: Report Supported Cipher Suites' (OID: 1.3.6.1.4.1.25623.1.0.802067) VT.
",1.3.6.1.4.1.25623.1.0.117274,"CVE-2011-3389,CVE-2015-0204",bb27ce39-d5c2-4ee8-a575-c28a7798244f,"beeboxs",2023-06-27T22:27:45Z,50d12221-309d-4b03-8d24-9051de14e2bc,"An attacker might be able to use the known cryptographic flaws
  to eavesdrop the connection between clients and the service to get access to sensitive data
  transferred within the secured connection.

  Furthermore newly uncovered vulnerabilities in this protocols won't receive security updates
  anymore.","It is recommended to disable the deprecated TLSv1.0 and/or
  TLSv1.1 protocols in favor of the TLSv1.2+ protocols. Please see the references for more
  information.","All services providing an encrypted communication using the
  TLSv1.0 and/or TLSv1.1 protocols.","The TLSv1.0 and TLSv1.1 protocols contain known cryptographic
  flaws like:

  - CVE-2011-3389: Browser Exploit Against SSL/TLS (BEAST)

  - CVE-2015-0204: Factoring Attack on RSA-EXPORT Keys Padding Oracle On Downgraded Legacy
  Encryption (FREAK)","Check the used TLS protocols of the services provided by this
  system.
Details:
SSL/TLS: Deprecated TLSv1.0 and TLSv1.1 Protocol Detection
(OID: 1.3.6.1.4.1.25623.1.0.117274)
Version used: 2021-07-19T08:11:48Z
","","","DFN-CERT-2020-0177,DFN-CERT-2020-0111,DFN-CERT-2019-0068,DFN-CERT-2018-1441,DFN-CERT-2018-1408,DFN-CERT-2016-1372,DFN-CERT-2016-1164,DFN-CERT-2016-0388,DFN-CERT-2015-1853,DFN-CERT-2015-1332,DFN-CERT-2015-0884,DFN-CERT-2015-0800,DFN-CERT-2015-0758,DFN-CERT-2015-0567,DFN-CERT-2015-0544,DFN-CERT-2015-0530,DFN-CERT-2015-0396,DFN-CERT-2015-0375,DFN-CERT-2015-0374,DFN-CERT-2015-0305,DFN-CERT-2015-0199,DFN-CERT-2015-0079,DFN-CERT-2015-0021,DFN-CERT-2014-1414,DFN-CERT-2013-1847,DFN-CERT-2013-1792,DFN-CERT-2012-1979,DFN-CERT-2012-1829,DFN-CERT-2012-1530,DFN-CERT-2012-1380,DFN-CERT-2012-1377,DFN-CERT-2012-1292,DFN-CERT-2012-1214,DFN-CERT-2012-1213,DFN-CERT-2012-1180,DFN-CERT-2012-1156,DFN-CERT-2012-1155,DFN-CERT-2012-1039,DFN-CERT-2012-0956,DFN-CERT-2012-0908,DFN-CERT-2012-0868,DFN-CERT-2012-0867,DFN-CERT-2012-0848,DFN-CERT-2012-0838,DFN-CERT-2012-0776,DFN-CERT-2012-0722,DFN-CERT-2012-0638,DFN-CERT-2012-0627,DFN-CERT-2012-0451,DFN-CERT-2012-0418,DFN-CERT-2012-0354,DFN-CERT-2012-0234,DFN-CERT-2012-0221,DFN-CERT-2012-0177,DFN-CERT-2012-0170,DFN-CERT-2012-0146,DFN-CERT-2012-0142,DFN-CERT-2012-0126,DFN-CERT-2012-0123,DFN-CERT-2012-0095,DFN-CERT-2012-0051,DFN-CERT-2012-0047,DFN-CERT-2012-0021,DFN-CERT-2011-1953,DFN-CERT-2011-1946,DFN-CERT-2011-1844,DFN-CERT-2011-1826,DFN-CERT-2011-1774,DFN-CERT-2011-1743,DFN-CERT-2011-1738,DFN-CERT-2011-1706,DFN-CERT-2011-1628,DFN-CERT-2011-1627,DFN-CERT-2011-1619,DFN-CERT-2011-1482,WID-SEC-2023-1435,CB-K18/0799,CB-K16/1289,CB-K16/1096,CB-K15/1751,CB-K15/1266,CB-K15/0850,CB-K15/0764,CB-K15/0720,CB-K15/0548,CB-K15/0526,CB-K15/0509,CB-K15/0493,CB-K15/0384,CB-K15/0365,CB-K15/0364,CB-K15/0302,CB-K15/0192,CB-K15/0079,CB-K15/0016,CB-K14/1342,CB-K14/0231,CB-K13/0845,CB-K13/0796,CB-K13/0790",""
192.168.56.104,,8443,tcp,4.3,Medium,"Mitigation","SSL/TLS: Deprecated TLSv1.0 and TLSv1.1 Protocol Detection","It was possible to detect the usage of the deprecated TLSv1.0
  and/or TLSv1.1 protocol on this system.","In addition to TLSv1.2+ the service is also providing the deprecated TLSv1.0 and TLSv1.1 protocols and supports one or more ciphers. Those supported ciphers can be found in the 'SSL/TLS: Report Supported Cipher Suites' (OID: 1.3.6.1.4.1.25623.1.0.802067) VT.
",1.3.6.1.4.1.25623.1.0.117274,"CVE-2011-3389,CVE-2015-0204",bb27ce39-d5c2-4ee8-a575-c28a7798244f,"beeboxs",2023-06-27T22:27:45Z,b60be8c2-8cfc-4bba-90d9-87585b094d53,"An attacker might be able to use the known cryptographic flaws
  to eavesdrop the connection between clients and the service to get access to sensitive data
  transferred within the secured connection.

  Furthermore newly uncovered vulnerabilities in this protocols won't receive security updates
  anymore.","It is recommended to disable the deprecated TLSv1.0 and/or
  TLSv1.1 protocols in favor of the TLSv1.2+ protocols. Please see the references for more
  information.","All services providing an encrypted communication using the
  TLSv1.0 and/or TLSv1.1 protocols.","The TLSv1.0 and TLSv1.1 protocols contain known cryptographic
  flaws like:

  - CVE-2011-3389: Browser Exploit Against SSL/TLS (BEAST)

  - CVE-2015-0204: Factoring Attack on RSA-EXPORT Keys Padding Oracle On Downgraded Legacy
  Encryption (FREAK)","Check the used TLS protocols of the services provided by this
  system.
Details:
SSL/TLS: Deprecated TLSv1.0 and TLSv1.1 Protocol Detection
(OID: 1.3.6.1.4.1.25623.1.0.117274)
Version used: 2021-07-19T08:11:48Z
","","","DFN-CERT-2020-0177,DFN-CERT-2020-0111,DFN-CERT-2019-0068,DFN-CERT-2018-1441,DFN-CERT-2018-1408,DFN-CERT-2016-1372,DFN-CERT-2016-1164,DFN-CERT-2016-0388,DFN-CERT-2015-1853,DFN-CERT-2015-1332,DFN-CERT-2015-0884,DFN-CERT-2015-0800,DFN-CERT-2015-0758,DFN-CERT-2015-0567,DFN-CERT-2015-0544,DFN-CERT-2015-0530,DFN-CERT-2015-0396,DFN-CERT-2015-0375,DFN-CERT-2015-0374,DFN-CERT-2015-0305,DFN-CERT-2015-0199,DFN-CERT-2015-0079,DFN-CERT-2015-0021,DFN-CERT-2014-1414,DFN-CERT-2013-1847,DFN-CERT-2013-1792,DFN-CERT-2012-1979,DFN-CERT-2012-1829,DFN-CERT-2012-1530,DFN-CERT-2012-1380,DFN-CERT-2012-1377,DFN-CERT-2012-1292,DFN-CERT-2012-1214,DFN-CERT-2012-1213,DFN-CERT-2012-1180,DFN-CERT-2012-1156,DFN-CERT-2012-1155,DFN-CERT-2012-1039,DFN-CERT-2012-0956,DFN-CERT-2012-0908,DFN-CERT-2012-0868,DFN-CERT-2012-0867,DFN-CERT-2012-0848,DFN-CERT-2012-0838,DFN-CERT-2012-0776,DFN-CERT-2012-0722,DFN-CERT-2012-0638,DFN-CERT-2012-0627,DFN-CERT-2012-0451,DFN-CERT-2012-0418,DFN-CERT-2012-0354,DFN-CERT-2012-0234,DFN-CERT-2012-0221,DFN-CERT-2012-0177,DFN-CERT-2012-0170,DFN-CERT-2012-0146,DFN-CERT-2012-0142,DFN-CERT-2012-0126,DFN-CERT-2012-0123,DFN-CERT-2012-0095,DFN-CERT-2012-0051,DFN-CERT-2012-0047,DFN-CERT-2012-0021,DFN-CERT-2011-1953,DFN-CERT-2011-1946,DFN-CERT-2011-1844,DFN-CERT-2011-1826,DFN-CERT-2011-1774,DFN-CERT-2011-1743,DFN-CERT-2011-1738,DFN-CERT-2011-1706,DFN-CERT-2011-1628,DFN-CERT-2011-1627,DFN-CERT-2011-1619,DFN-CERT-2011-1482,WID-SEC-2023-1435,CB-K18/0799,CB-K16/1289,CB-K16/1096,CB-K15/1751,CB-K15/1266,CB-K15/0850,CB-K15/0764,CB-K15/0720,CB-K15/0548,CB-K15/0526,CB-K15/0509,CB-K15/0493,CB-K15/0384,CB-K15/0365,CB-K15/0364,CB-K15/0302,CB-K15/0192,CB-K15/0079,CB-K15/0016,CB-K14/1342,CB-K14/0231,CB-K13/0845,CB-K13/0796,CB-K13/0790",""
192.168.56.104,,443,tcp,4.3,Medium,"VendorFix","SSL/TLS: RSA Temporary Key Handling RSA_EXPORT Downgrade Issue (FREAK)","This host is accepting 'RSA_EXPORT' cipher suites
  and is prone to man in the middle attack.","'RSA_EXPORT' cipher suites accepted by this service via the SSLv3 protocol:

TLS_DHE_RSA_EXPORT_WITH_DES40_CBC_SHA
TLS_RSA_EXPORT_WITH_DES40_CBC_SHA
TLS_RSA_EXPORT_WITH_RC2_CBC_40_MD5
TLS_RSA_EXPORT_WITH_RC4_40_MD5

'RSA_EXPORT' cipher suites accepted by this service via the TLSv1.0 protocol:

TLS_DHE_RSA_EXPORT_WITH_DES40_CBC_SHA
TLS_RSA_EXPORT_WITH_DES40_CBC_SHA
TLS_RSA_EXPORT_WITH_RC2_CBC_40_MD5
TLS_RSA_EXPORT_WITH_RC4_40_MD5


",1.3.6.1.4.1.25623.1.0.805142,"CVE-2015-0204",bb27ce39-d5c2-4ee8-a575-c28a7798244f,"beeboxs",2023-06-27T22:27:45Z,f17eed91-3c4a-4d7b-a061-c929edba1f6a,"Successful exploitation will allow remote
  attacker to downgrade the security of a session to use 'RSA_EXPORT' cipher suites,
  which are significantly weaker than non-export cipher suites. This may allow a
  man-in-the-middle attacker to more easily break the encryption and monitor
  or tamper with the encrypted stream.","'- Remove support for 'RSA_EXPORT' cipher
  suites from the service.

  - If running OpenSSL update to version 0.9.8zd or 1.0.0p
  or 1.0.1k or later.","'- Hosts accepting 'RSA_EXPORT' cipher suites

  - OpenSSL version before 0.9.8zd, 1.0.0 before 1.0.0p, and 1.0.1 before 1.0.1k.","Flaw is due to improper handling RSA
  temporary keys in a non-export RSA key exchange cipher suite.","Check previous collected cipher suites saved in the KB.
Details:
SSL/TLS: RSA Temporary Key Handling 'RSA_EXPORT' Downgrade Issue (FREAK)
(OID: 1.3.6.1.4.1.25623.1.0.805142)
Version used: 2022-04-14T06:42:08Z
","","","DFN-CERT-2018-1408,DFN-CERT-2016-1372,DFN-CERT-2016-1164,DFN-CERT-2016-0388,DFN-CERT-2015-1853,DFN-CERT-2015-1332,DFN-CERT-2015-0884,DFN-CERT-2015-0800,DFN-CERT-2015-0758,DFN-CERT-2015-0567,DFN-CERT-2015-0544,DFN-CERT-2015-0530,DFN-CERT-2015-0396,DFN-CERT-2015-0375,DFN-CERT-2015-0374,DFN-CERT-2015-0305,DFN-CERT-2015-0199,DFN-CERT-2015-0021,CB-K18/0799,CB-K16/1289,CB-K16/1096,CB-K15/1751,CB-K15/1266,CB-K15/0850,CB-K15/0764,CB-K15/0720,CB-K15/0548,CB-K15/0526,CB-K15/0509,CB-K15/0493,CB-K15/0384,CB-K15/0365,CB-K15/0364,CB-K15/0302,CB-K15/0192,CB-K15/0016",""
